bulan,tahun,jenis,kode_trayek,trayek,jumlah_penumpang
September,2019,ANGKUTAN UMUM INTEGRASI,6C,STASIUN TEBET - KARET VIA PATRA KUNINGAN,23858
September,2019,ANGKUTAN UMUM INTEGRASI,6H,LEBAK BULUS - STASIUN SENEN,110438
September,2019,ANGKUTAN UMUM INTEGRASI,6M,BLOK M - STASIUN MANGGARAI,83176
September,2019,ANGKUTAN UMUM INTEGRASI,6N,RAGUNAN - BLOK M VIA KEMANG,105674
September,2019,ANGKUTAN UMUM INTEGRASI,6Q,EPICENTRUM - CASABLANCA,13357
September,2019,ANGKUTAN UMUM INTEGRASI,7A,KAMPUNG RAMBUTAN - LEBAK BULUS,10933
September,2019,ANGKUTAN UMUM INTEGRASI,7B,KAMPUNG RAMBUTAN - BLOK M,109248
September,2019,ANGKUTAN UMUM INTEGRASI,7D,PANCORAN - TMII,77985
September,2019,ANGKUTAN UMUM INTEGRASI,7E,KAMPUNG RAMBUTAN - RAGUNAN,16239
September,2019,ANGKUTAN UMUM INTEGRASI,7N,GANDARIA - KAMPUNG RAMBUTAN,7814
September,2019,ANGKUTAN UMUM INTEGRASI,7P,PONDOK KELAPA - BKN,26438
September,2019,ANGKUTAN UMUM INTEGRASI,8C,KEBAYORAN LAMA - TANAH ABANG,7536
September,2019,ANGKUTAN UMUM INTEGRASI,8D,JOGLO - BLOK M,8923
September,2019,ANGKUTAN UMUM INTEGRASI,8E,BINTARO - BLOK M,58612
September,2019,ANGKUTAN UMUM INTEGRASI,8K,BATUSARI - TANAH ABANG,44507
September,2019,ANGKUTAN UMUM INTEGRASI,9D,PASAR MINGGU - TANAH ABANG,140745
September,2019,ANGKUTAN UMUM INTEGRASI,9E,KEBAYORAN LAMA - GROGOL 2,64808
September,2019,ANGKUTAN UMUM INTEGRASI,9H,CIPEDAK - BLOK M,6411
September,2019,ANGKUTAN UMUM INTEGRASI,11A,PULO GEBANG - RAWAMANGUN,16053
September,2019,ANGKUTAN UMUM INTEGRASI,11D,PULOGEBANG - PULOGADUNG 2 VIA PIK,83859
September,2019,ANGKUTAN UMUM INTEGRASI,11Q,KAMPUNG MELAYU - PULOGEBANG VIA BKT,67955
September,2019,ANGKUTAN UMUM INTEGRASI,11T,PULO GEBANG - STASIUN CAKUNG,693
September,2019,ANGKUTAN UMUM INTEGRASI,11U,PULOGEBANG - STASIUN CAKUNG VIA CILINCING,9398
September,2019,ANGKUTAN UMUM INTEGRASI,12A,PELABUHAN KALIADEM - KOTA,13934
September,2019,ANGKUTAN UMUM INTEGRASI,12B,PLUIT - STASIUN SENEN,40464
September,2019,ANGKUTAN UMUM INTEGRASI,12E,HISTORY OF JAKARTA EXPLORER,8152
September,2019,ANGKUTAN UMUM INTEGRASI,12K,ASEMKA EXPLORER,9111
September,2019,ANGKUTAN UMUM INTEGRASI,MR1,CSW - PAKUBUWONO,307
September,2019,ANGKUTAN UMUM INTEGRASI,MR2,CSW - KRAMAT PELA,10423
September,2019,ANGKUTAN UMUM INTEGRASI,MR3,CSW - WIJAYA,4104
September,2019,ANGKUTAN UMUM INTEGRASI,MR5,STASIUN MRT BLOK A - RADIO DALAM,6859
September,2019,ANGKUTAN UMUM INTEGRASI,MR8,CIPETE - ANTASARI,6896
September,2019,ANGKUTAN UMUM INTEGRASI,MR9,SOUTH QUARTER - LEBAK BULUS,8244
September,2019,ANGKUTAN UMUM INTEGRASI,10K,SENIN - TANJUNG PRIOK,2866
September,2019,TRANSJABODETABEK,B11,SUMMARECON BEKASI - TOSARI,63747
September,2019,TRANSJABODETABEK,B12,SUMMARECON BEKASI - TANJUNG PRIOK,43112
September,2019,TRANSJABODETABEK,B21,BEKASI TIMUR - GROGOL 2,83348
September,2019,TRANSJABODETABEK,B22,BEKASI TIMUR - JUANDA,52545
September,2019,TRANSJABODETABEK,D11,DEPOK - BKN,110139
September,2019,TRANSJABODETABEK,D21,UI - LEBAK BULUS,138423
September,2019,TRANSJABODETABEK,S11,BSD - GROGOL 2,125578
September,2019,TRANSJABODETABEK,S21,CIPUTAT - TOSARI,157416
September,2019,TRANSJABODETABEK,S22,CIPUTAT - KAMPUNG RAMBUTAN,103609
September,2019,TRANSJABODETABEK,S41,PONDOK CABE - TANAH ABANG,62682
September,2019,TRANSJABODETABEK,T11,PORIS PLAWAD - BUNDARAN SENAYAN,225668
September,2019,TRANSJABODETABEK,T12,PORIS PLAWAD - JUANDA,85867
September,2019,TRANSJABODETABEK,7C,CIBUBUR - BKN,178382
September,2019,TRANSJABODETABEK,2B,HARAPAN INDAH - ASMI,104683
September,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B13,BEKASI BARAT - BLOK M,18607
September,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B14,BEKASI BARAT - KUNINGAN,16116
September,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B23,BEKASI TIMUR - TEBET,973
September,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B24,BEKASI TIMUR - KALIDERES,3338
September,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,1K,CIBUBUR JUNCTION - BLOK M,19471
September,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,1T,CIBUBUR - KOTA,15968
September,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,6P,CIBUBUR - KUNINGAN,18347
September,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,1U,TAMAN MINI - BALAI KOTA,5439
September,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,D31,CINERE - KUNINGAN,2247
September,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,S31,BINTARO - BLOK M VIA JORR,15289
September,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,S12,BSD - MRT FATMAWATI,19892
September,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B15,JATI BENING - BLOK M,5027
September,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B16,JATI BENING - KUNINGAN,1466
September,2019, ANGKUTAN UMUM LAINNYA ,GR1,BUNDARAN SENAYAN - HARMONI (BUS GRATIS),412508
September,2019, ANGKUTAN UMUM LAINNYA ,GR2,TANAH ABANG EXPLORER,213685
September,2019, ANGKUTAN UMUM LAINNYA ,TJC,TRANSJAKARTA CARES,4687
September,2019, ANGKUTAN UMUM LAINNYA ,G1,GRATIS GATE NON BRT,3449
September,2019, ANGKUTAN UMUM LAINNYA ,,TIKET KERTAS GRATIS PLN PADAM (NON BRT),0
September,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN DKI BALAIKOTA - PIK,0
September,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN APRESIASI LURAH/CAMAT DKI,6326
September,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN BUDAYA DISABILITAS,0
September,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN PAWAI OBOR 1 M 1441 H,0
September,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN ACARA ISOCARP 55,1
September,2019, ANGKUTAN UMUM LAINNYA ,,ACARA LENONG BETAWI,112
September,2019, ANGKUTAN UMUM LAINNYA ,,ACARA ANAK YATIM,1914
September,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN RT/RW JUMANTIK,9252
September,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN IKADA,200
September,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN PKK DKI,892
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-1,TANJUNG PRIOK - PLUMPANG,94884
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-2,KAMPUNG MELAYU - DUREN SAWIT,78887
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-3,LEBAK BULUS - PONDOK LABU,74315
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-4,GROGOL - JEMBATAN DUA,69606
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-5,SEMPER - ROROTAN,11126
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-6,KAMPUNG RAMBUTAN - PONDOK GEDE,116468
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-7,TANAH ABANG - TAWAKAL,80757
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-8,ROXY - BENDUNGAN HILIR,17147
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-10,TANAH ABANG-KOTA,51101
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-11,TANAH ABANG-KEBAYORAN LAMA,64979
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,48199
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-14,TANAH ABANG-MERUYA,127424
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-15,TANJUNG PRIOK - BULAK TURI,175585
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-16,PGC - CONDET,14719
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-17,PULOGADUNG - SENEN,55867
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-18,STASIUN KALIBATA - KUNINGAN,40948
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-19,PINANG RANTI - SETU,235625
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-20,LUBANG BUAYA - CAWANG UKI,143263
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-21,DWIKORA - CILILITAN,152556
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-22,PENAS KALIMALANG - DWIKORA,72467
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-24,SENEN - PULOGADUNG VIA KELAPA GADING,89301
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-25,PASAR REBO - KALISARI,90685
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-26,RAWAMANGUN - DUREN SAWIT,84539
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-27,PULOGEBANG - ROROTAN,81208
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-28,PASAR REBO - TAMAN WILADATIKA,117709
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-29,TANJUNG PRIOK - KELAPA GADING,160182
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-30,MERUYA - CITRALAND,240146
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-31,PONDOK LABU - BLOK M,143159
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-32,PETUKANGAN - LEBAK BULUS,166305
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-33,PULO GADUNG - KOTA,60805
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-34,RAWAMANGUN - KLENDER,865
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-36,CILANGKAP - CILILITAN,109654
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,149179
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-38,BULAK RINGIN - KAMPUNG RAMBUTAN,110509
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-39,DUREN SAWIT - KALIMALANG,81094
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-40,PULOGEBANG - TAMAN HARAPAN BARU,58206
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-44,ANDARA - LENTENG AGUNG,8952
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-45,LEBAK BULUS - RAGUNAN,119089
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-47,PASAR MINGGU - CIGANJUR,75798
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-50,KALIDERES - PURI KEMBANGAN,101168
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-51,TAMAN KOTA - BUDI LUHUR,209954
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-56,GROGOL - SRENGSENG,48756
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-58,CILINCING - ROROTAN,114797
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-59,RAWASENGON - RAWAMANGUN,127911
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-60,KELAPA GADING - RUSUN KEMAYORAN,76369
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-61,PULOGADUNG - CEMPAKA PUTIH,60777
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-64,LENTENG AGUNG - ASELI,7784
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-72,KAMPUNG RAMBUTAN - PASAR REBO VIA PONCOL,152794
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-75,CILILITAN - KAMPUNG PULO,30653
September,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-77,TANJUNG PRIOK - JEMBATAN HITAM,7405
September,2019,ANGKUTAN WISATA,BW1,SEJARAH JAKARTA,64036
September,2019,ANGKUTAN WISATA,BW2,JAKARTA MODERN,38488
September,2019,ANGKUTAN WISATA,BW4,PENCAKAR LANGIT,21248
September,2019,ANGKUTAN WISATA,BW3,KESENIAN DAN KULINER,10349
September,2019,ANGKUTAN WISATA,BW5,WISATA KALIJODO,15585
September,2019,ANGKUTAN WISATA,BW6,MAKAM MBAH PRIUK,3285
September,2019,ANGKUTAN WISATA,BW7,JAKARTA BELANJA,8108
September,2019,ANGKUTAN UMUM INTEGRASI RUSUN,2E,RUSUN RAWA BEBEK - PAKIN,17293
September,2019,ANGKUTAN UMUM INTEGRASI RUSUN,2F,RUSUN CAKUNG BARAT (ALBO) - PULO GADUNG 1,25038
September,2019,ANGKUTAN UMUM INTEGRASI RUSUN,2H,RUSUN JATI RAWASARI - SENEN,3995
September,2019,ANGKUTAN UMUM INTEGRASI RUSUN,3A,RUSUN PESAKIH - KALIDERES,2568
September,2019,ANGKUTAN UMUM INTEGRASI RUSUN,3B,RUSUN FLAMBOYAN - KALIDERES,7642
September,2019,ANGKUTAN UMUM INTEGRASI RUSUN,3C,RUSUN KAPUK MUARA - PENJARINGAN,7072
September,2019,ANGKUTAN UMUM INTEGRASI RUSUN,4E,RUSUN JATINEGARA KAUM - PULO GADUNG 2,2537
September,2019,ANGKUTAN UMUM INTEGRASI RUSUN,9F,RUSUN TAMBORA - PLUIT,5548
September,2019,ANGKUTAN UMUM INTEGRASI RUSUN,10A,RUSUN MARUNDA - TANJUNG PRIOK,47016
September,2019,ANGKUTAN UMUM INTEGRASI RUSUN,10B,RUSUN CIPINANG BESAR SELATAN - PENAS KALIMALANG,10225
September,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11B,RUSUN RAWA BEBEK - PENGGILINGAN,619
September,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11C,RUSUN PINUS ELOK - RUSUN PULO GEBANG,31498
September,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11K,RUSUN KOMARUDIN - PENGGILINGAN,8282
September,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11M,RUSUN RAWA BEBEK - BUKIT DURI,38316
September,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11N,RUSUN CIPINANG MUARA - JATINEGARA,3269
September,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11P,RUSUN PONDOK BAMBU - WALIKOTA JAKARTA TIMUR,3279
September,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11R,RUSUN CAKUNG KM 2 - BUKIT DURI,7014
September,2019,ANGKUTAN UMUM INTEGRASI RUSUN,12C,RUSUN WADUK PLUIT- PENJARINGAN,8968
September,2019,ANGKUTAN UMUM INTEGRASI RUSUN,12D,RUSUN SUKAPURA - SUNTER (VIA KELAPA GADING),11419
September,2019,ANGKUTAN UMUM INTEGRASI RUSUN,12F,RUSUN MARUNDA - RUSUN WADUK PLUIT,30419
September,2019,ANGKUTAN UMUM INTEGRASI RUSUN,12H,RUSUN PENJARINGAN - PENJARINGAN,6683
September,2019,LAMPIRAN LAYANAN GRATIS BRT,PNS,GRATIS PNS DKI DAN PENSIUNAN PNS,41817
September,2019,LAMPIRAN LAYANAN GRATIS BRT,TKD,GRATIS TENAGA KONTRAK DKI,20127
September,2019,LAMPIRAN LAYANAN GRATIS BRT,KJP,GRATIS PENERIMA KJP,38021
September,2019,LAMPIRAN LAYANAN GRATIS BRT,KST,GRATIS KARYAWAN SWASTA TERTENTU,6279
September,2019,LAMPIRAN LAYANAN GRATIS BRT,RSN,GRATIS PENGHUNI RUMAH SUSUN,20316
September,2019,LAMPIRAN LAYANAN GRATIS BRT,PAS,GRATIS KTP KEPULAUAN SERIBU,384
September,2019,LAMPIRAN LAYANAN GRATIS BRT,PBS,GRATIS PENERIMA RASKIN,2077
September,2019,LAMPIRAN LAYANAN GRATIS BRT,TNI,GRATIS TNI/POLRI,0
September,2019,LAMPIRAN LAYANAN GRATIS BRT,VET,GRATIS VETERAN,0
September,2019,LAMPIRAN LAYANAN GRATIS BRT,KPD,GRATIS PENYANDANG DISABILITAS,7518
September,2019,LAMPIRAN LAYANAN GRATIS BRT,PLU,GRATIS LANSIA,401358
September,2019,LAMPIRAN LAYANAN GRATIS BRT,MAR,GRATIS MARBOT,74
September,2019,LAMPIRAN LAYANAN GRATIS BRT,PAUD,GRATIS PAUD,6227
September,2019,LAMPIRAN LAYANAN GRATIS BRT,JMT,GRATIS JUMANTIK,7358
September,2019,LAMPIRAN RINCIAN GRATIS GATE NON BRT,B11,HALTE MM BARAT,944
September,2019,LAMPIRAN RINCIAN GRATIS GATE NON BRT,B12,HALTE SUMARECON BEKASI,503
September,2019,LAMPIRAN RINCIAN GRATIS GATE NON BRT,B21,HALTE BULAK KAPAL,743
September,2019,LAMPIRAN RINCIAN GRATIS GATE NON BRT,B22,HALTE BTC,347
September,2019,LAMPIRAN RINCIAN GRATIS GATE NON BRT,6C,HALTE TEBET,912
Oktober,2019,BRT,1,KORIDOR 1 (BLOK M - KOTA),2491625
Oktober,2019,BRT,2,KORIDOR 2 (PULOGADUNG 1 - HARMONI),901232
Oktober,2019,BRT,3,KORIDOR 3 (KALIDERES - PASAR BARU),1084451
Oktober,2019,BRT,4,KORIDOR 4 (PULOGADUNG 2 - DUKUH ATAS 2),855969
Oktober,2019,BRT,5,KORIDOR 5 (KAMPUNG MELAYU - ANCOL),1087309
Oktober,2019,BRT,6,KORIDOR 6 (RAGUNAN - DUKUH ATAS 2),1063009
Oktober,2019,BRT,7,KORIDOR 7 (KAMPUNG RAMBUTAN - KAMPUNG MELAYU),1041480
Oktober,2019,BRT,8,KORIDOR 8 (LEBAK BULUS - HARMONI),1107208
Oktober,2019,BRT,9,KORIDOR 9 (PINANG RANTI - PLUIT),1505715
Oktober,2019,BRT,10,KORIDOR 10 (PGC 2 - PLUIT),851844
Oktober,2019,BRT,11,KORIDOR 11 (PULOGEBANG - KAMPUNG MELAYU),335932
Oktober,2019,BRT,12,KORIDOR 12 (PENJARINGAN - TANJUNG PRIOK),264535
Oktober,2019,BRT,13,KORIDOR 13 (CBD CILEDUG - BLOK M),783995
Oktober,2019,ANGKUTAN UMUM INTEGRASI,1A,PIK - BALAIKOTA,115482
Oktober,2019,ANGKUTAN UMUM INTEGRASI,1B,STASIUN PALMERAH - TOSARI,5738
Oktober,2019,ANGKUTAN UMUM INTEGRASI,1F,STASIUN PALMERAH - BUNDARAN SENAYAN,32468
Oktober,2019,ANGKUTAN UMUM INTEGRASI,1C,PESANGGRAHAN - BLOK M,60265
Oktober,2019,ANGKUTAN UMUM INTEGRASI,1E,PONDOK LABU - BLOK M,176328
Oktober,2019,ANGKUTAN UMUM INTEGRASI,1H,STASIUN TANAH ABANG - STASIUN GONDANGDIA,65728
Oktober,2019,ANGKUTAN UMUM INTEGRASI,1M ,BLOK M - MERUYA,46245
Oktober,2019,ANGKUTAN UMUM INTEGRASI,1N,TANAH ABANG - BLOK M,36016
Oktober,2019,ANGKUTAN UMUM INTEGRASI,1P,SENEN - BUNDERAN SENAYAN,334
Oktober,2019,ANGKUTAN UMUM INTEGRASI,1Q,REMPOA - BLOK M,69975
Oktober,2019,ANGKUTAN UMUM INTEGRASI,1R,STASIUN PASAR SENEN - STASIUN TANAH ABANG,46481
Oktober,2019,ANGKUTAN UMUM INTEGRASI,2K,JGC - HARAPAN INDAH,2591
Oktober,2019,ANGKUTAN UMUM INTEGRASI,3D,PENJARINGAN - RAWA BUAYA,38584
Oktober,2019,ANGKUTAN UMUM INTEGRASI,3E,SENTRALAND CENGKARENG - PURI KEMBANGAN,49745
Oktober,2019,ANGKUTAN UMUM INTEGRASI,4A,TU GAS - GROGOL 2,23401
Oktober,2019,ANGKUTAN UMUM INTEGRASI,4B,STASIUN MANGGARAI - UI,215939
Oktober,2019,ANGKUTAN UMUM INTEGRASI,4C,TU GAS - BUNDERAN SENAYAN,16531
Oktober,2019,ANGKUTAN UMUM INTEGRASI,4F,PONDOK GEDE - PULOGADUNG 2,137865
Oktober,2019,ANGKUTAN UMUM INTEGRASI,DA1,DUKUH ATAS - SAM RATULANGI,6906
Oktober,2019,ANGKUTAN UMUM INTEGRASI,DA2,DUKUH ATAS - TANAH ABANG,8244
Oktober,2019,ANGKUTAN UMUM INTEGRASI,DA3,DUKUH ATAS - KUNINGAN,7848
Oktober,2019,ANGKUTAN UMUM INTEGRASI,DA4,DUKUH ATAS - KOTA,8071
Oktober,2019,ANGKUTAN UMUM INTEGRASI,5A,KAMPUNG MELAYU - GROGOL 1,38143
Oktober,2019,ANGKUTAN UMUM INTEGRASI,5B,STASIUN TEBET - BIDARA CINA,43094
Oktober,2019,ANGKUTAN UMUM INTEGRASI,5F,KAMPUNG MELAYU - TANAH ABANG,56973
Oktober,2019,ANGKUTAN UMUM INTEGRASI,6C,STASIUN TEBET - KARET VIA PATRA KUNINGAN,23858
Oktober,2019,ANGKUTAN UMUM INTEGRASI,6H,LEBAK BULUS - STASIUN SENEN,110438
Oktober,2019,ANGKUTAN UMUM INTEGRASI,6M,BLOK M - STASIUN MANGGARAI,83176
Oktober,2019,ANGKUTAN UMUM INTEGRASI,6N,RAGUNAN - BLOK M VIA KEMANG,105674
Oktober,2019,ANGKUTAN UMUM INTEGRASI,6Q,EPICENTRUM - CASABLANCA,13357
Oktober,2019,ANGKUTAN UMUM INTEGRASI,7A,KAMPUNG RAMBUTAN - LEBAK BULUS,10933
Oktober,2019,ANGKUTAN UMUM INTEGRASI,7B,KAMPUNG RAMBUTAN - BLOK M,109248
Oktober,2019,ANGKUTAN UMUM INTEGRASI,7D,PANCORAN - TMII,77985
Oktober,2019,ANGKUTAN UMUM INTEGRASI,7E,KAMPUNG RAMBUTAN - RAGUNAN,16239
Oktober,2019,ANGKUTAN UMUM INTEGRASI,7N,GANDARIA - KAMPUNG RAMBUTAN,7814
Oktober,2019,ANGKUTAN UMUM INTEGRASI,7P,PONDOK KELAPA - BKN,26438
Oktober,2019,ANGKUTAN UMUM INTEGRASI,8C,KEBAYORAN LAMA - TANAH ABANG,7536
Oktober,2019,ANGKUTAN UMUM INTEGRASI,8D,JOGLO - BLOK M,8923
Oktober,2019,ANGKUTAN UMUM INTEGRASI,8E,BINTARO - BLOK M,58612
Oktober,2019,ANGKUTAN UMUM INTEGRASI,8K,BATUSARI - TANAH ABANG,44507
Oktober,2019,ANGKUTAN UMUM INTEGRASI,9D,PASAR MINGGU - TANAH ABANG,140745
Oktober,2019,ANGKUTAN UMUM INTEGRASI,9E,KEBAYORAN LAMA - GROGOL 2,64808
Oktober,2019,ANGKUTAN UMUM INTEGRASI,9H,CIPEDAK - BLOK M,6411
Oktober,2019,ANGKUTAN UMUM INTEGRASI,11A,PULO GEBANG - RAWAMANGUN,16053
Oktober,2019,ANGKUTAN UMUM INTEGRASI,11D,PULOGEBANG - PULOGADUNG 2 VIA PIK,83859
Oktober,2019,ANGKUTAN UMUM INTEGRASI,11Q,KAMPUNG MELAYU - PULOGEBANG VIA BKT,67955
Oktober,2019,ANGKUTAN UMUM INTEGRASI,11T,PULO GEBANG - STASIUN CAKUNG,693
Oktober,2019,ANGKUTAN UMUM INTEGRASI,11U,PULOGEBANG - STASIUN CAKUNG VIA CILINCING,9398
Oktober,2019,ANGKUTAN UMUM INTEGRASI,12A,PELABUHAN KALIADEM - KOTA,13934
Oktober,2019,ANGKUTAN UMUM INTEGRASI,12B,PLUIT - STASIUN SENEN,40464
Oktober,2019,ANGKUTAN UMUM INTEGRASI,12E,HISTORY OF JAKARTA EXPLORER,8152
Oktober,2019,ANGKUTAN UMUM INTEGRASI,12K,ASEMKA EXPLORER,9111
Oktober,2019,ANGKUTAN UMUM INTEGRASI,MR1,CSW - PAKUBUWONO,307
Oktober,2019,ANGKUTAN UMUM INTEGRASI,MR2,CSW - KRAMAT PELA,10423
Oktober,2019,ANGKUTAN UMUM INTEGRASI,MR3,CSW - WIJAYA,4104
Oktober,2019,ANGKUTAN UMUM INTEGRASI,MR5,STASIUN MRT BLOK A - RADIO DALAM,6859
Oktober,2019,ANGKUTAN UMUM INTEGRASI,MR8,CIPETE - ANTASARI,6896
Oktober,2019,ANGKUTAN UMUM INTEGRASI,MR9,SOUTH QUARTER - LEBAK BULUS,8244
Oktober,2019,ANGKUTAN UMUM INTEGRASI,10K,SENIN - TANJUNG PRIOK,2866
Oktober,2019,ANGKUTAN UMUM INTEGRASI,10F,LRT PEGANGSAAN - KELAPA GADING,0
Oktober,2019,TRANSJABODETABEK,B11,SUMMARECON BEKASI - TOSARI,63747
Oktober,2019,TRANSJABODETABEK,B12,SUMMARECON BEKASI - TANJUNG PRIOK,43112
Oktober,2019,TRANSJABODETABEK,B21,BEKASI TIMUR - GROGOL 2,83348
Oktober,2019,TRANSJABODETABEK,B22,BEKASI TIMUR - JUANDA,52545
Oktober,2019,TRANSJABODETABEK,D11,DEPOK - BKN,110139
Oktober,2019,TRANSJABODETABEK,D21,UI - LEBAK BULUS,138423
Oktober,2019,TRANSJABODETABEK,S11,BSD - GROGOL 2,125578
Oktober,2019,TRANSJABODETABEK,S21,CIPUTAT - TOSARI,157416
Oktober,2019,TRANSJABODETABEK,S22,CIPUTAT - KAMPUNG RAMBUTAN,103609
Oktober,2019,TRANSJABODETABEK,S41,PONDOK CABE - TANAH ABANG,62682
Oktober,2019,TRANSJABODETABEK,T11,PORIS PLAWAD - BUNDARAN SENAYAN,225668
Oktober,2019,TRANSJABODETABEK,T12,PORIS PLAWAD - JUANDA,85867
Oktober,2019,TRANSJABODETABEK,7C,CIBUBUR - BKN,178382
Oktober,2019,TRANSJABODETABEK,2B,HARAPAN INDAH - ASMI,104683
Oktober,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B13,BEKASI BARAT - BLOK M,18607
Oktober,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B14,BEKASI BARAT - KUNINGAN,16116
Oktober,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B23,BEKASI TIMUR - TEBET,973
Oktober,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B24,BEKASI TIMUR - KALIDERES,3338
Oktober,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,1K,CIBUBUR JUNCTION - BLOK M,19471
Oktober,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,1T,CIBUBUR - KOTA,15968
Oktober,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,6P,CIBUBUR - KUNINGAN,18347
Oktober,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,1U,TAMAN MINI - BALAI KOTA,5439
